,SubjectName,ConstructName,QuestionText,AnswerText,MisconceptionId,MisconceptionName
122,Area of Simple Shapes,Calculate the area of a trapezium where the dimensions are given in the same units,"When calculating the area of this trapezium, what are the values of \( a \) and \( b \) in the formula? ![Diagram of a trapezium with its 2 parallel sides horizontal. The parallel sides are labelled as 9cm and 10cm. The lengths of the 2 non-parallel sides are labelled as 7cm and 7.5cm. The perpendicular height is labelled as 6cm.]() Area \( =\left(\frac{a+b}{2}\right) h \)",\( 7+7.5 \),1788.0,Uses slant heights instead of parallel sides to find area of a trapezium
123,Area of Simple Shapes,Calculate the area of a trapezium where the dimensions are given in the same units,"When calculating the area of this trapezium, what are the values of \( a \) and \( b \) in the formula? ![Diagram of a trapezium with its 2 parallel sides horizontal. The parallel sides are labelled as 9cm and 10cm. The lengths of the 2 non-parallel sides are labelled as 7cm and 7.5cm. The perpendicular height is labelled as 6cm.]() Area \( =\left(\frac{a+b}{2}\right) h \)",\( 7+6 \),1788.0,Uses slant heights instead of parallel sides to find area of a trapezium
124,Area of Simple Shapes,Calculate the area of a trapezium where the dimensions are given in the same units,"When calculating the area of this trapezium, what are the values of \( a \) and \( b \) in the formula? ![Diagram of a trapezium with its 2 parallel sides horizontal. The parallel sides are labelled as 9cm and 10cm. The lengths of the 2 non-parallel sides are labelled as 7cm and 7.5cm. The perpendicular height is labelled as 6cm.]() Area \( =\left(\frac{a+b}{2}\right) h \)",\( 6+7.5 \),1788.0,Uses slant heights instead of parallel sides to find area of a trapezium
125,Gradient as change in y over change in x,"Given a line segment, calculate the gradient where the gradient is a positive integer","What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the points (0,0) and (1,2)]()",\( 0 \),2500.0,Believes the gradient of a line is given by an intercept
126,Gradient as change in y over change in x,"Given a line segment, calculate the gradient where the gradient is a positive integer","What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the points (0,0) and (1,2)]()",\( 2 x \),2127.0,Thinks the gradient of a line includes the variable x
127,Writing Expressions,Write algebraic expressions with correct algebraic convention,"Which of the following is the correct way of writing: \( p \) divided by \( q \), then add \( 3 \) using algebraic convention?",\( p q+3 \),2122.0,Thinks two letters next to each other is a division
128,Writing Expressions,Write algebraic expressions with correct algebraic convention,"Which of the following is the correct way of writing: \( p \) divided by \( q \), then add \( 3 \) using algebraic convention?",\( \frac{p}{q+3} \),190.0,"Does not account for grammar when writing algebra e.g. ,then making a group"
129,Writing Expressions,Write algebraic expressions with correct algebraic convention,"Which of the following is the correct way of writing: \( p \) divided by \( q \), then add \( 3 \) using algebraic convention?",\( p-q+3 \),1875.0,Has used a subtraction sign to represent division
130,Volume of Prisms,Calculate the volume of a cube,What is the volume of this cube? ![A cube with one edge labelled 5cm](),\( 15 \mathrm{~cm}^{3} \),1984.0,Adds when calculating volume instead of multiplying
131,Volume of Prisms,Calculate the volume of a cube,What is the volume of this cube? ![A cube with one edge labelled 5cm](),\( 25 \mathrm{~cm}^{3} \),554.0,Finds area of one face when asked for volume
132,Volume of Prisms,Calculate the volume of a cube,What is the volume of this cube? ![A cube with one edge labelled 5cm](),Not enough information,253.0,Does not recognise that all lengths on a cube are equal
133,Ordering Decimals,Read a decimal on a scale where the required measurement is marked by a dash between two numbers,![A number line from 0 to 1 split into 5 parts with a red arrow pointing to the marker for the value 0.4]() What number is the arrow pointing to?,\( 0.2 \),671.0,"When reading decimals on a number line, assumes each dash is 0.1"
134,Ordering Decimals,Read a decimal on a scale where the required measurement is marked by a dash between two numbers,![A number line from 0 to 1 split into 5 parts with a red arrow pointing to the marker for the value 0.4]() What number is the arrow pointing to?,\( 2 \),2053.0,"When reading integers on a number line, assumes each dash is 1"
135,Horizontal and Vertical Lines,Recognise the equations of horizontal lines from a diagram,"What is the equation of this line? ![A set of axes with a line drawn on. The lines passes through the points: (0,2) (1,2) (2,2) (3,2) and (4,2)]()",\( x=2 \),642.0,Thinks x = ? is a horizontal line through ? 
136,Horizontal and Vertical Lines,Recognise the equations of horizontal lines from a diagram,"What is the equation of this line? ![A set of axes with a line drawn on. The lines passes through the points: (0,2) (1,2) (2,2) (3,2) and (4,2)]()",\( x=2 y \),2301.0,"Believes the equation of a horizontal line is in the form x = ay, where a is the y intercept"
137,Horizontal and Vertical Lines,Recognise the equations of horizontal lines from a diagram,"What is the equation of this line? ![A set of axes with a line drawn on. The lines passes through the points: (0,2) (1,2) (2,2) (3,2) and (4,2)]()",\( y=2 x \),1568.0,Includes the x variable when giving the equation of a horizontal line
138,Perpendicular Lines,Identify perpendicular lines written in the form y = mx + c,"Which of the following lines is perpendicular to
\[
y=3 x-2 ?
\]",\( y=\frac{1}{3} x+1 \),925.0,Believes the gradients of perpendicular lines are reciprocals of the same sign
139,Perpendicular Lines,Identify perpendicular lines written in the form y = mx + c,"Which of the following lines is perpendicular to
\[
y=3 x-2 ?
\]",\( y=3 x+7 \),1917.0,Confuses the meaning of parallel and perpendicular
140,Area of Simple Shapes,Find the area of rectilinear shapes by counting squares,"What can you say about the areas of the two squares? ![Two squares drawn on a grid. The blue square is three grid squares wide, and the three grid squares long. The red square is drawn diagonally, so that each side goes through two grid squares from corner to corner.]()",The red square has a larger area,2345.0,Counts half-squares as full squares when calculating area on a square grid
141,Area of Simple Shapes,Find the area of rectilinear shapes by counting squares,"What can you say about the areas of the two squares? ![Two squares drawn on a grid. The blue square is three grid squares wide, and the three grid squares long. The red square is drawn diagonally, so that each side goes through two grid squares from corner to corner.]()",The areas are the same,2554.0,Thinks the diagonal of a square is the same length as the side of the square
142,Area of Simple Shapes,Find the area of rectilinear shapes by counting squares,"What can you say about the areas of the two squares? ![Two squares drawn on a grid. The blue square is three grid squares wide, and the three grid squares long. The red square is drawn diagonally, so that each side goes through two grid squares from corner to corner.]()",It is impossible to say without measuring,1671.0,Does not know how to find area by counting squares on a grid
143,Mental Multiplication and Division,Understand the non-commutativity of division,"Tom and Katie want to share £2 between \( 4 \) people.
Tom says you would calculate the amount each person gets by doing \( 4 \div 2 \)
Katie says you would calculate the amount each person gets by doing \( 2 \div 4 \)
Who do you agree with?",Only Tom,2359.0,Believes division is commutative 
144,Mental Multiplication and Division,Understand the non-commutativity of division,"Tom and Katie want to share £2 between \( 4 \) people.
Tom says you would calculate the amount each person gets by doing \( 4 \div 2 \)
Katie says you would calculate the amount each person gets by doing \( 2 \div 4 \)
Who do you agree with?",Both of them,2359.0,Believes division is commutative 
145,Substitution into Formula,Substitute negative integer values into formulae involving powers or roots,"\(
T=k^{4}
\)

What is the value of \( T \) when \( k=-3 \) ?",\( -81 \),1597.0,Believes multiplying two negatives gives a negative answer
146,Substitution into Formula,Substitute negative integer values into formulae involving powers or roots,"\(
T=k^{4}
\)

What is the value of \( T \) when \( k=-3 \) ?",\( -12 \),1792.0,Has multiplied the base number and the power
147,Adding and Subtracting Negative Numbers,Carry out addition problems involving one negative integer,"Peter is counting up in threes. He starts at \( -16 \)
What is the \( 5^{\text {th }} \) number he says?",\( -28 \),2109.0,Counts on in the wrong direction on a number line
148,Adding and Subtracting Negative Numbers,Carry out addition problems involving one negative integer,"Peter is counting up in threes. He starts at \( -16 \)
What is the \( 5^{\text {th }} \) number he says?",\( -31 \),2109.0,Counts on in the wrong direction on a number line
149,Simultaneous Equations,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,"Tom and Katie are discussing this pair of simultaneous equations: \( \begin{array}{l}3 x-2 y=15 \\ x+2 y=20\end{array} \) Tom says if you add the two equations together you will eliminate a variable

Katie says if you subtract the two equations together you will eliminate a variable

Who is correct?","Only
Katie",1274.0,Subtracts simultaneous equations when addition is required
150,Simultaneous Equations,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,"Tom and Katie are discussing this pair of simultaneous equations: \( \begin{array}{l}3 x-2 y=15 \\ x+2 y=20\end{array} \) Tom says if you add the two equations together you will eliminate a variable

Katie says if you subtract the two equations together you will eliminate a variable

Who is correct?",Both Tom and Katie,930.0,When solving simultaneous equations thinks that identical terms in given equations can be eliminated by either adding or subtracting.
151,Linear Equations,"Solve one-step linear equations requiring multiplication or division, involving positive fractions","Solve the equation:

\(
3 p=\frac{1}{12}
\)",\( p=\frac{1}{4} \),1214.0,"When solving an equation, uses the same operation rather than the inverse."
152,Solving Linear Inequalities,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,"Tom and Katie are arguing about the solution to this inequality:
\[
20 \geq 8 m
\]

Tom says \( m \) could be \( 2.5 \)

Katie says \( m \) could be \( 3 \)

Who is correct?",Only Katie,1880.0,Mixes up greater than and less than symbols
